i,log2_a_plus_1,log2_q
4613,1.000000,7924.755245
4614,3.807355,7928.519211
4615,1.584963,7929.571355
4616,2.584963,7932.026123
4617,1.584963,7933.152044
4618,1.000000,7933.696242
4619,1.000000,7934.449652
4620,1.000000,7935.121579
4621,1.000000,7935.824385
4622,2.000000,7937.678132
4623,6.426265,7944.092211
4624,1.000000,7944.109030
4625,1.000000,7945.100645
4626,1.000000,7945.688408
4627,2.000000,7947.562368
4628,1.000000,7947.910401
4629,1.584963,7949.388417
4630,2.000000,7951.136441
4631,1.000000,7951.512408
4632,3.584963,7955.069523
4633,1.000000,7955.187162
4634,1.584963,7956.733967
4635,1.000000,7957.158639
4636,5.906891,7963.059385
4637,1.584963,7964.071409
4638,1.584963,7965.390940
4639,2.321928,7967.528662
4640,1.584963,7968.683918
4641,1.584963,7969.976103
4642,2.584963,7972.411286
4643,2.807355,7975.040037
4644,2.000000,7976.700730
4645,1.000000,7977.097204
4646,3.000000,7980.053207
4647,1.000000,7980.228088
4648,3.459432,7983.672469
4649,2.000000,7985.300945
4650,1.584963,7986.517201
4651,1.584963,7987.798393
4652,1.000000,7988.295577
4653,2.807355,7991.041564
4654,1.000000,7991.242025
4655,4.643856,7995.878375
4656,2.321928,7997.892805
4657,1.000000,7998.211859
4658,3.169925,8001.349624
4659,1.000000,8001.504875
4660,1.000000,8002.429337
4661,5.491853,8007.905941
4662,4.392317,8012.229489
4663,4.247928,8016.403411
4664,1.000000,8016.481203
4665,3.000000,8019.471706
4666,1.000000,8019.642689
4667,1.000000,8020.559729
4668,2.584963,8023.026903
4669,2.584963,8025.400090
4670,1.000000,8025.654707
4671,6.599913,8032.252211
4672,1.000000,8032.267033
4673,1.000000,8033.259641
4674,2.000000,8035.068054
4675,3.000000,8037.933083
4676,1.000000,8038.118644
4677,2.584963,8040.674290
4678,1.000000,8040.900907
4679,1.000000,8041.792044
4680,1.000000,8042.414214
4681,1.584963,8043.820039
4682,2.321928,8045.950114
4683,1.000000,8046.246949
4684,1.000000,8047.106152
4685,1.584963,8048.457360
4686,1.584963,8049.715556
4687,2.000000,8051.488736
4688,4.392317,8055.831616
4689,1.000000,8055.901014
4690,2.807355,8058.698657
4691,2.321928,8060.749619
4692,3.321928,8063.957718
4693,1.000000,8064.105949
4694,3.169925,8067.260136
4695,4.169925,8071.357101
4696,8.209453,8079.561958
4697,1.000000,8079.566839
4698,2.584963,8082.150989
4699,3.000000,8084.992310
4700,3.584963,8088.469927
4701,1.000000,8088.593951
4702,1.000000,8089.533271
4703,3.700440,8093.179604
4704,1.000000,8093.290452
4705,1.000000,8094.236093
4706,2.807355,8096.940788
4707,1.000000,8097.146672
4708,1.000000,8098.047399
4709,1.000000,8098.666217
4710,2.807355,8101.399833
4711,8.499846,8109.896289
4712,1.584963,8110.898285
4713,2.807355,8113.598571
4714,2.807355,8116.220063
4715,1.000000,8116.437293
4716,3.169925,8119.584635
4717,2.321928,8121.624778
4718,2.584963,8124.015209
4719,1.000000,8124.267050
4720,1.000000,8125.146618
4721,1.000000,8125.772852
4722,1.584963,8127.177682
4723,5.459432,8132.616562
4724,1.000000,8132.649443
4725,1.000000,8133.633096
4726,1.584963,8134.958309
4727,1.000000,8135.442798
4728,2.000000,8137.336063
4729,4.807355,8142.105263
4730,1.000000,8142.157222
4731,1.000000,8143.131477
4732,1.000000,8143.725072
4733,1.000000,8144.458591
4734,7.366322,8151.821424
4735,1.000000,8151.830162
4736,1.584963,8153.412218
4737,1.000000,8153.827983
4738,1.000000,8154.635026
4739,3.584963,8158.167536
4740,1.000000,8158.287117
4741,6.169925,8164.455447
4742,1.000000,8164.475368
4743,2.321928,8166.793334
4744,1.000000,8167.057030
4745,1.000000,8167.931198
4746,2.000000,8169.757215
4747,1.000000,8170.115659
4748,3.321928,8173.405494
4749,1.000000,8173.545945
4750,1.000000,8174.477428
4751,1.000000,8175.085593
4752,2.321928,8177.304693
4753,1.584963,8178.451854
4754,1.000000,8178.989411
4755,1.000000,8179.745526
4756,3.000000,8182.670023
4757,2.321928,8184.716764
4758,1.000000,8185.029464
4759,1.000000,8185.881570
4760,1.584963,8187.234315
4761,6.303781,8193.526941
4762,1.000000,8193.545228
4763,2.321928,8195.863517
4764,2.584963,8198.242169
4765,1.000000,8198.495903
4766,2.321928,8200.770529
4767,5.857981,8206.608641
4768,1.000000,8206.633642
4769,2.000000,8208.627432
4770,1.000000,8208.950604
4771,1.000000,8209.798048
4772,1.000000,8210.435676
4773,1.584963,8211.837726
4774,3.459432,8215.213237
4775,1.000000,8215.345951
4776,1.000000,8216.281119
4777,1.584963,8217.616249
4778,1.000000,8218.097916
4779,2.000000,8219.991725
4780,1.584963,8221.173842
4781,2.321928,8223.324631
4782,1.584963,8224.478559
4783,1.584963,8225.770987
4784,1.584963,8227.038980
4785,1.584963,8228.311145
4786,1.000000,8228.810966
4787,1.584963,8230.247765
4788,1.584963,8231.492278
4789,2.584963,8233.931116
4790,1.000000,8234.175312
4791,5.321928,8239.491613
4792,1.000000,8239.527374
4793,2.000000,8241.518517
4794,2.000000,8243.219640
4795,1.000000,8243.606502
4796,1.000000,8244.425999
4797,3.459432,8247.827444
4798,2.000000,8249.457215
4799,2.807355,8252.117856
4800,3.000000,8254.957442
4801,1.000000,8255.146098
4802,1.000000,8256.054851
4803,1.584963,8257.395496
4804,3.321928,8260.627366
4805,1.000000,8260.773293
4806,6.169925,8266.941289
4807,2.321928,8268.946296
4808,1.000000,8269.267224
4809,1.584963,8270.752937
4810,1.000000,8271.193434
4811,1.584963,8272.645966
4812,1.000000,8273.095268
4813,3.906891,8276.976189
4814,1.000000,8277.070935
4815,4.906891,8281.974766
4816,3.000000,8284.788989
4817,1.000000,8284.980777
4818,5.930737,8290.908567
4819,1.000000,8290.932074
4820,3.459432,8294.389384
4821,1.000000,8294.515092
4822,2.321928,8296.812740
4823,3.321928,8300.014906
4824,3.807355,8303.727354
4825,2.584963,8306.071127
4826,1.584963,8307.206658
4827,2.584963,8309.654281
4828,1.000000,8309.897112
4829,1.584963,8311.405584
4830,3.000000,8314.283620
4831,2.321928,8316.331865
4832,2.807355,8318.973822
4833,3.169925,8322.002429
4834,1.584963,8323.088225
4835,2.807355,8325.782243
4836,1.000000,8325.989551
4837,1.000000,8326.889618
4838,1.584963,8328.232094
4839,1.000000,8328.711680
4840,1.000000,8329.491724
4841,2.000000,8331.332630
4842,1.584963,8332.521123
4843,1.000000,8333.045950
4844,1.000000,8333.807272
4845,1.000000,8334.476258
4846,1.000000,8335.180199
4847,1.000000,8335.870744
4848,1.000000,8336.566399
4849,6.491853,8343.052107
4850,1.584963,8344.060133
4851,1.584963,8345.380460
4852,5.882643,8351.248367
4853,2.000000,8352.841541
4854,4.247928,8357.037789
4855,1.584963,8358.076612
4856,10.684749,8368.760911
4857,9.187352,8377.945788
4858,1.000000,8377.948264
4859,1.000000,8378.947027
4860,1.000000,8379.532402
4861,1.584963,8380.947336
4862,3.700440,8384.576696
4863,1.584963,8385.633840
4864,1.000000,8386.200005
4865,2.000000,8388.077910
4866,1.000000,8388.425097
4867,1.000000,8389.261922
4868,1.000000,8389.903352
4869,5.882643,8395.777192
4870,2.584963,8398.104032
4871,2.000000,8399.781798
4872,1.584963,8400.991292
4873,1.000000,8401.509747
4874,1.584963,8402.941701
4875,1.000000,8403.396539
4876,1.584963,8404.845224
4877,1.000000,8405.295557
4878,5.209453,8410.494517
4879,1.000000,8410.533268
4880,1.584963,8412.105429
4881,1.000000,8412.523678
4882,1.000000,8413.329657
4883,1.000000,8413.982234
4884,3.807355,8417.751598
4885,1.000000,8417.853698
4886,7.339850,8425.192939
4887,1.584963,8426.197387
4888,1.000000,8426.780868
4889,1.584963,8428.196276
4890,1.000000,8428.655607
4891,1.000000,8429.444145
4892,2.807355,8432.161998
4893,1.000000,8432.366140
4894,1.584963,8433.886212
4895,1.000000,8434.317748
4896,4.000000,8438.294247
4897,1.000000,8438.383103
4898,1.000000,8439.339359
4899,1.000000,8439.939050
4900,1.584963,8441.350420
4901,1.000000,8441.810853
4902,1.584963,8443.258045
4903,1.000000,8443.708778
4904,1.000000,8444.500942
4905,2.321928,8446.695495
4906,1.000000,8446.980555
4907,4.321928,8451.289492
4908,1.000000,8451.360502
4909,6.475733,8457.835457
4910,1.584963,8458.843544
4911,2.584963,8461.302242
4912,6.727920,8468.018985
4913,7.169925,8475.178952
4914,2.584963,8477.502896
4915,6.247928,8483.735552
4916,1.584963,8484.745112
4917,1.584963,8486.065133
4918,1.000000,8486.551105
4919,1.000000,8487.328486
4920,1.584963,8488.697771
4921,1.584963,8489.953020
4922,1.584963,8491.227384
4923,2.807355,8493.908475
4924,1.000000,8494.117520
4925,4.087463,8498.193490
4926,2.807355,8500.792640
4927,2.807355,8503.416749
4928,1.584963,8504.529252
4929,1.000000,8505.077680
4930,1.000000,8505.829371
4931,1.000000,8506.501938
4932,1.584963,8507.895568
4933,1.000000,8508.360870
4934,5.672425,8514.025476
4935,2.584963,8516.353081
4936,1.000000,8516.615171
4937,1.584963,8518.117949
4938,3.584963,8521.622934
4939,1.000000,8521.744724
4940,1.000000,8522.685114
4941,2.000000,8524.501137
4942,3.169925,8527.551465
4943,3.321928,8530.740612
4944,1.000000,8530.890704
4945,2.807355,8533.677550
4946,1.000000,8533.872774
4947,1.584963,8535.395552
4948,1.000000,8535.826389
4949,1.584963,8537.281528
4950,1.000000,8537.730133
4951,2.000000,8539.630372
4952,1.000000,8539.972812
4953,3.169925,8543.108463
4954,1.000000,8543.263930
4955,3.700440,8546.952988
4956,2.584963,8549.297116
4957,1.584963,8550.432615
4958,1.000000,8550.973810
4959,1.584963,8552.399915
4960,5.247928,8557.623806
4961,1.000000,8557.661902
4962,2.000000,8559.652472
4963,5.000000,8564.618332
4964,1.000000,8564.663772
4965,1.000000,8565.641231
4966,1.584963,8566.967695
4967,5.672425,8572.623011
4968,1.000000,8572.651357
4969,1.000000,8573.637254
4970,4.169925,8577.766941
4971,2.000000,8579.379118
4972,1.584963,8580.597654
4973,2.000000,8582.375744
4974,9.126704,8591.500619
4975,1.000000,8591.503201
4976,5.807355,8597.310510
4977,1.000000,8597.336046
4978,1.584963,8598.912546
4979,2.000000,8600.650360
4980,1.000000,8601.028676
4981,4.700440,8605.716260
4982,1.000000,8605.771185
4983,1.000000,8606.743984
4984,3.000000,8609.652704
4985,1.000000,8609.833061
4986,3.321928,8613.137935
4987,1.000000,8613.276997
4988,1.584963,8614.817079
4989,1.000000,8615.243468
4990,6.209453,8621.447924
4991,1.584963,8622.457673
4992,3.584963,8625.980812
4993,1.584963,8627.042230
4994,1.584963,8628.352082
4995,1.584963,8629.617136
4996,4.247928,8633.820031
4997,2.807355,8636.417991
4998,1.000000,8636.638534
4999,1.000000,8637.532473
5000,1.000000,8638.153662
5001,1.000000,8638.876246
5002,2.321928,8641.079764
5003,2.000000,8642.765528
5004,2.000000,8644.492725
5005,2.807355,8647.148543
5006,1.000000,8647.361024
5007,2.807355,8650.139874
5008,1.000000,8650.336113
5009,2.584963,8652.890167
5010,1.584963,8654.008046
5011,1.584963,8655.307156
5012,1.584963,8656.574019
5013,2.000000,8658.346142
5014,1.000000,8658.716616
5015,1.000000,8659.543238
5016,1.000000,8660.188338
5017,1.000000,8660.901549
5018,1.000000,8661.588575
5019,2.000000,8663.445016
5020,3.169925,8666.493977
5021,1.000000,8666.658543
5022,1.000000,8667.578605
5023,2.000000,8669.397655
5024,4.459432,8673.809312
5025,3.700440,8677.399912
5026,2.000000,8679.024251
5027,1.000000,8679.429545
5028,4.584963,8683.999709
5029,1.000000,8684.059197
5030,1.000000,8685.029760
5031,3.169925,8688.118971
5032,2.000000,8689.759363
5033,1.000000,8690.160741
5034,1.000000,8690.973966
5035,1.584963,8692.335234
5036,3.700440,8695.966249
5037,1.000000,8696.078236
5038,2.321928,8698.378451
5039,4.247928,8702.564558
5040,1.000000,8702.641713
5041,1.000000,8703.603652
5042,1.000000,8704.201413
5043,1.584963,8705.613262
5044,3.321928,8708.842208
5045,1.000000,8708.988416
5046,1.000000,8709.917164
5047,4.392317,8714.276496
5048,1.000000,8714.345126
5049,1.000000,8715.311219
5050,1.000000,8715.907573
5051,6.044394,8721.944547
5052,1.000000,8721.966353
5053,2.000000,8723.960932
5054,3.169925,8727.005491
5055,2.000000,8728.647591
5056,1.000000,8729.048555
5057,3.906891,8732.931917
5058,1.000000,8733.026508
5059,7.000000,8740.025792
5060,1.000000,8740.037025
5061,3.000000,8743.035626
5062,1.584963,8744.123171
5063,3.000000,8747.024388
5064,1.000000,8747.205629
5065,2.584963,8749.761922
5066,2.321928,8751.821973
5067,1.000000,8752.132089
5068,2.321928,8754.397099
5069,1.000000,8754.669777
5070,1.000000,8755.539871
5071,2.807355,8758.250729
5072,1.584963,8759.356903
5073,1.584963,8760.658212
5074,1.000000,8761.149560
5075,2.321928,8763.385704
5076,1.000000,8763.663395
5077,4.392317,8768.043633
5078,1.000000,8768.111298
5079,1.000000,8769.077862
5080,2.321928,8771.251541
5081,2.807355,8773.888837
5082,3.169925,8776.917535
5083,1.000000,8777.084299
5084,1.584963,8778.615787
5085,3.000000,8781.492731
5086,2.584963,8783.853412
5087,1.584963,8784.987436
5088,1.000000,8785.529092
5089,1.584963,8786.955079
5090,1.000000,8787.411533
5091,1.000000,8788.201283
5092,1.000000,8788.859786
5093,3.321928,8792.127852
5094,1.000000,8792.270336
5095,1.000000,8793.200852
5096,2.807355,8795.906757
5097,1.000000,8796.112480
5098,1.584963,8797.632074
5099,2.000000,8799.375712
5100,2.000000,8801.097573
5101,1.584963,8802.301186
5102,1.000000,8802.821418
5103,5.954196,8808.768553
5104,1.000000,8808.791749
5105,1.000000,8809.780197
5106,1.000000,8810.369021
5107,1.000000,8811.104443
5108,1.000000,8811.783094
5109,6.599913,8818.377415
5110,1.000000,8818.392269
5111,3.459432,8821.850357
5112,1.000000,8821.975999
5113,3.459432,8825.424451
5114,1.584963,8826.489060
5115,2.807355,8829.184631
5116,2.000000,8830.841981
5117,1.000000,8831.239260
5118,3.906891,8835.122811
5119,1.000000,8835.217390
5120,3.321928,8838.530135
5121,1.584963,8839.600963
5122,1.584963,8840.909001
5123,1.000000,8841.398410
5124,1.000000,8842.174359
5125,4.523562,8846.671589
5126,1.000000,8846.734096
5127,2.584963,8849.308827
5128,4.857981,8854.124805
5129,1.000000,8854.175134
5130,3.700440,8857.871764
5131,1.000000,8857.978952
5132,1.000000,8858.926353
5133,3.700440,8862.572351
5134,1.000000,8862.683223
5135,2.321928,8864.983648
5136,7.483816,8872.461026
5137,1.584963,8873.465068
5138,4.000000,8877.419134
5139,1.000000,8877.509340
5140,1.584963,8879.064856
5141,1.000000,8879.487312
5142,3.807355,8883.268268
5143,7.592457,8890.853777
5144,1.584963,8891.857528
5145,1.000000,8892.441241
5146,2.584963,8894.943888
5147,1.000000,8895.178331
5148,3.906891,8899.070724
5149,1.000000,8899.164744
5150,3.700440,8902.858165
5151,1.584963,8903.912873
5152,1.000000,8904.479829
5153,2.321928,8906.704807
5154,1.000000,8906.984459
5155,1.000000,8907.851399
5156,2.584963,8910.323447
5157,2.321928,8912.387031
5158,2.584963,8914.776383
5159,1.000000,8915.028397
5160,1.000000,8915.907886
5161,1.000000,8916.534147
5162,3.169925,8919.646489
5163,1.584963,8920.727581
5164,1.000000,8921.286016
5165,1.000000,8922.033651
5166,2.584963,8924.517938
5167,1.000000,8924.755150
5168,1.584963,8926.265294
5169,1.000000,8926.699403
5170,1.000000,8927.498615
5171,1.584963,8928.862999
5172,2.321928,8930.996694
5173,1.000000,8931.292856
5174,2.000000,8933.224318
5175,3.459432,8936.583581
5176,2.584963,8938.933355
5177,1.584963,8940.068349
5178,1.584963,8941.364270
5179,1.000000,8941.857176
5180,2.321928,8944.093084
5181,2.000000,8945.776685
5182,1.584963,8946.985393
5183,6.169925,8953.143905
5184,1.000000,8953.163961
5185,1.584963,8954.742269
5186,2.321928,8956.858259
5187,1.584963,8958.015747
5188,1.000000,8958.550100
5189,2.807355,8961.292207
5190,1.000000,8961.493172
5191,1.000000,8962.396186
5192,1.000000,8963.014207
5193,7.761551,8970.773440
5194,3.000000,8973.581746
5195,1.000000,8973.774272
5196,1.584963,8975.297870
5197,1.000000,8975.728495
5198,1.000000,8976.529190
5199,2.000000,8978.366759
5200,2.584963,8980.767240
5201,2.584963,8983.142808
5202,1.000000,8983.397040
5203,1.584963,8984.902135
5204,10.187352,8995.088686
5205,1.584963,8996.089304
5206,4.700440,9000.761718
5207,1.000000,9000.817213
5208,1.000000,9001.789732
5209,1.000000,9002.383913
5210,1.000000,9003.117199
5211,2.000000,9004.965810
5212,3.584963,9008.461205
5213,1.000000,9008.583773
5214,1.000000,9009.523791
5215,1.000000,9010.129026
5216,1.000000,9010.857916
5217,2.000000,9012.707262
5218,3.906891,9016.542936
5219,2.584963,9018.884933
5220,3.459432,9022.235039
5221,4.392317,9026.564024
5222,5.247928,9031.775416
5223,2.000000,9033.373300
5224,3.169925,9036.431679
5225,1.000000,9036.595233
5226,4.247928,9040.835000
5227,1.000000,9040.909409
5228,1.584963,9042.469993
5229,1.584963,9043.695893
5230,5.209453,9048.882850
5231,3.700440,9052.471109
5232,1.584963,9053.529871
5233,1.000000,9054.095511
5234,7.906891,9062.000451
5235,1.584963,9063.003457
5236,1.000000,9063.587418
5237,2.807355,9066.324484
5238,1.000000,9066.526105
5239,4.857981,9071.377583
5240,1.000000,9071.426710
5241,2.807355,9074.227148
5242,3.169925,9077.252805
5243,1.000000,9077.419902
5244,1.584963,9078.951287
5245,3.169925,9082.012362
5246,1.000000,9082.175628
5247,1.584963,9083.708195
5248,1.584963,9084.938190
5249,1.584963,9086.216959
5250,1.584963,9087.487277
5251,1.584963,9088.759042
5252,2.584963,9091.195778
5253,3.459432,9094.544109
5254,1.000000,9094.679233
5255,1.584963,9096.220545
5256,6.357552,9102.566502
5257,2.321928,9104.570929
5258,1.000000,9104.891973
5259,1.584963,9106.377652
5260,2.000000,9108.124859
5261,5.672425,9113.777285
5262,1.000000,9113.805686
5263,3.807355,9117.611031
5264,1.000000,9117.710701
5265,1.000000,9118.661727
5266,1.000000,9119.263199
5267,1.000000,9119.993583
5268,3.000000,9122.920103
5269,1.000000,9123.098380
5270,1.584963,9124.626330
5271,2.321928,9126.746274
5272,5.247928,9131.964670
5273,1.584963,9132.983916
5274,1.584963,9134.302016
5275,3.807355,9138.046291
5276,1.000000,9138.150119
5277,1.584963,9139.701296
5278,1.000000,9140.124854
5279,1.584963,9141.581967
5280,2.321928,9143.707691
5281,1.584963,9144.864176
